Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Product manager,Finance,Decreasing,high,141209.7,Master’s Degree,17,5953,9067,3.78,68.15,India,62.92
Hydrogeologist,Retail,Decreasing,high,37573.92,Master’s Degree,2,1358,1672,40.87,91.08,Australia,54.59
Gaffer,Education,Increasing,high,86589.68,Bachelor’s Degree,5,7845,2025,41.51,60.99,Brazil,46.53
"Scientist, biomedical",Manufacturing,Increasing,high,70003.18,Master’s Degree,6,9079,7136,7.76,98.8,Brazil,46.06
Artist,Entertainment,Decreasing,high,64290.61,High School,12,1116,110,33.97,14.31,Canada,53.39
Lobbyist,Entertainment,Increasing,high,103401.7,Associate Degree,14,2411,3908,81.27,1.01,Canada,53.16
Prison officer,Finance,Increasing,high,58783.69,PhD,3,8777,4647,7.6,85.16,UK,28.68
Herbalist,Finance,Decreasing,high,89981.72,High School,12,5353,4430,81.74,69.28,UK,44.96
Applications developer,IT,Decreasing,high,55744.51,Associate Degree,12,4124,5327,57.93,61.08,Germany,47.3
Hospital doctor,Healthcare,Decreasing,high,91875.49,High School,17,930,1543,12.97,95.02,UK,50.61
"Engineer, chemical",Manufacturing,Increasing,high,30205.91,Associate Degree,3,5161,5168,75.62,17.17,China,60.99
"Loss adjuster, chartered",Retail,Decreasing,high,129874.83,Master’s Degree,0,1947,1542,69.42,40.7,Canada,75.94
"Nurse, adult",Transportation,Decreasing,high,110203.15,Associate Degree,5,7160,5990,96.85,64.14,Canada,38.45
Corporate investment banker,Transportation,Decreasing,high,54099.68,Master’s Degree,14,9367,3678,59.06,95.66,India,28.35
Building control surveyor,Entertainment,Increasing,high,147167.55,Bachelor’s Degree,11,6609,6306,35.68,62.16,USA,78.44
Commercial/residential surveyor,Retail,Increasing,high,36887.51,High School,11,9401,4789,74.81,20.58,Brazil,57.04
Radio broadcast assistant,Manufacturing,Decreasing,high,116465.95,Bachelor’s Degree,11,9719,159,69.92,85.8,Brazil,52.67
"Exhibitions officer, museum/gallery",Entertainment,Increasing,high,57896.36,PhD,8,7025,6278,46.24,22.55,China,34.6
Film/video editor,Healthcare,Increasing,high,81855.78,Bachelor’s Degree,5,6745,640,23.65,17.49,China,65.67
"Surveyor, commercial/residential",IT,Decreasing,high,114531.63,High School,7,1026,1801,29.91,42.02,China,43.11
Licensed conveyancer,Healthcare,Decreasing,high,139074.11,High School,7,3080,5354,67.88,95.66,Brazil,49.66
Retail buyer,Manufacturing,Decreasing,high,73427.86,PhD,6,6909,3884,33.85,54.17,USA,23.63
Retail manager,IT,Increasing,high,97944.1,High School,11,914,7103,48.8,25.71,Germany,50.31
Colour technologist,IT,Increasing,high,129701.38,Master’s Degree,6,5366,1064,11.68,6.39,Germany,28.32
Senior tax professional/tax inspector,Healthcare,Decreasing,high,40545.1,Bachelor’s Degree,7,2439,4533,19.26,28.25,India,33.19
Estate manager/land agent,Retail,Increasing,high,95370.88,High School,15,5335,5714,6.39,10.56,Brazil,74.51
Lawyer,Education,Increasing,high,95765.84,High School,20,491,2297,0.55,48.24,Brazil,21.74
Operations geologist,Entertainment,Decreasing,high,44705.06,Bachelor’s Degree,16,3191,4655,62.55,29.41,Australia,29.73
Museum/gallery exhibitions officer,Transportation,Increasing,high,68100.77,Bachelor’s Degree,0,6373,184,42.76,64.83,Canada,45.68
"Psychologist, prison and probation services",Retail,Increasing,high,120489.41,Master’s Degree,10,8758,117,88.98,89.77,China,72.25
Operations geologist,Retail,Increasing,high,60522.04,PhD,6,3834,7469,13.22,29.67,China,35.45
Volunteer coordinator,Retail,Increasing,high,51119.39,High School,5,5603,7867,71.17,91.26,USA,74.9
Armed forces technical officer,Manufacturing,Increasing,high,134940.17,PhD,1,7263,9300,94.81,98.32,UK,20.89
Private music teacher,Entertainment,Decreasing,high,77726.28,Bachelor’s Degree,12,3750,9249,20.74,77.21,Germany,39.79
Publishing rights manager,Finance,Decreasing,high,50410.11,Bachelor’s Degree,15,8150,6695,55.45,69.37,Germany,62.5
Company secretary,Healthcare,Decreasing,high,146115.88,Master’s Degree,9,8145,2341,37.59,91.7,Brazil,76.34
Set designer,Education,Increasing,high,132580.98,PhD,2,156,3154,96.99,82.92,India,32.9
Risk manager,IT,Decreasing,high,119855.67,PhD,19,5295,2224,85.58,39.32,USA,32.74
Secretary/administrator,Retail,Increasing,high,72846.56,Associate Degree,2,4523,5859,71.6,93.99,Germany,45.5
Human resources officer,Manufacturing,Decreasing,high,73155.27,Master’s Degree,11,3544,6242,82.83,18.56,Canada,32.5
Energy manager,Entertainment,Increasing,high,118533.6,PhD,10,2005,654,76.42,76.39,UK,67.66
Company secretary,Education,Increasing,high,141647.52,Bachelor’s Degree,4,2066,9021,92.46,86.27,China,55.23
Radiation protection practitioner,Transportation,Decreasing,high,92111.26,PhD,17,1473,5733,82.35,52.78,Australia,36.69
Music therapist,Healthcare,Increasing,high,149258.31,High School,10,6128,3748,29.19,16.91,India,74.32
Academic librarian,Education,Increasing,high,123198.31,Associate Degree,3,4238,7644,70.23,37.88,USA,25.39
Lexicographer,Transportation,Increasing,high,120487.91,High School,8,5475,7941,66.71,48.64,India,38.36
Technical sales engineer,Education,Increasing,high,134140.38,Associate Degree,5,1060,1865,3.01,18.16,USA,53.86
Interior and spatial designer,Transportation,Increasing,high,114546.8,PhD,15,7781,2233,62.8,94.38,USA,26.31
Archivist,Transportation,Decreasing,high,74542.04,High School,16,8725,3254,8.15,23.17,China,42.44
Corporate treasurer,Finance,Decreasing,high,147168.56,Associate Degree,6,9048,9003,43.68,93.11,Australia,44.59
Publishing rights manager,Finance,Decreasing,high,64800.45,High School,20,4155,4280,85.37,31.95,Germany,38.24
Barista,Finance,Increasing,high,67327.46,High School,8,8237,7874,9.02,74.06,USA,29.61
Editorial assistant,Education,Decreasing,high,78112.09,High School,18,488,9191,47.09,43.51,Canada,42.77
Metallurgist,Healthcare,Increasing,high,145517.47,Bachelor’s Degree,5,8215,1075,26.88,69.61,Canada,45.01
Youth worker,Healthcare,Decreasing,high,123481.31,Associate Degree,5,5316,1837,25.72,82.36,Germany,49.31
Research scientist (life sciences),Entertainment,Decreasing,high,87748.54,Bachelor’s Degree,3,9894,3488,15.53,22.75,China,27.24
"Nurse, adult",Transportation,Decreasing,high,120127.46,Bachelor’s Degree,20,4751,5065,28.11,21.53,India,54.62
Retail banker,IT,Decreasing,high,142064.27,Associate Degree,20,4722,8838,94.86,65.78,Canada,70.43
Make,IT,Increasing,high,105253.75,PhD,14,6690,7951,12.92,11.49,India,38.54
Clinical embryologist,Transportation,Decreasing,high,116754.42,Master’s Degree,6,4791,2681,74.53,10.31,Canada,77.49
Air cabin crew,IT,Increasing,high,69140.81,Associate Degree,20,7866,7512,19.07,3.13,Australia,43.13
Human resources officer,Retail,Increasing,high,71004.24,PhD,16,7189,5792,62.72,82.38,Brazil,40.86
"Education officer, environmental",Transportation,Decreasing,high,105076.76,Associate Degree,19,698,6344,19.09,46.77,USA,47.63
Industrial buyer,Manufacturing,Decreasing,high,127368.36,Bachelor’s Degree,7,5427,5894,63.12,89.47,Canada,45.48
"Programmer, applications",Retail,Decreasing,high,93409.07,PhD,5,8271,1504,43.54,95.76,China,49.11
Operational investment banker,Transportation,Increasing,high,75341.47,PhD,2,5522,5029,76.17,40.79,Canada,53.26
Geophysical data processor,IT,Increasing,high,41884.41,High School,0,3907,3204,78.76,28.67,Germany,51.21
Environmental consultant,Entertainment,Increasing,high,88831.98,Associate Degree,6,4233,1964,25.48,55.59,Germany,49.73
"Surveyor, planning and development",IT,Increasing,high,115376.85,Associate Degree,17,2150,5370,60.6,89.98,India,63.13
Advertising copywriter,Healthcare,Decreasing,high,65675.79,Master’s Degree,9,9415,6610,61.91,4.35,Germany,27.17
Media planner,Education,Decreasing,high,146084.97,Master’s Degree,14,6272,5253,6.7,9.93,UK,57.74
Animal technologist,IT,Decreasing,high,34435.16,PhD,12,2712,4890,12.38,81.17,Australia,45.8
Dealer,Finance,Decreasing,high,41532.94,Master’s Degree,17,8249,2627,13.66,40.65,Brazil,48.89
Broadcast journalist,Healthcare,Decreasing,high,87999.14,Associate Degree,17,7462,3856,10.05,29.69,Canada,79.25
"Engineer, manufacturing systems",Entertainment,Increasing,high,70337.36,Master’s Degree,7,1591,6119,43.94,0.7,Australia,60.95
"Scientist, research (life sciences)",Manufacturing,Increasing,high,76306.12,Associate Degree,16,113,8872,10.34,20.18,China,72.82
Child psychotherapist,Finance,Increasing,high,147018.76,Associate Degree,13,7762,1276,47.07,20.66,Brazil,22.03
Theme park manager,Education,Increasing,high,148375.19,PhD,8,6702,2519,70.2,69.81,USA,53.05
Contractor,Entertainment,Decreasing,high,131690.34,Bachelor’s Degree,10,6431,1507,84.73,78.02,Germany,71.96
"Accountant, chartered public finance",Finance,Increasing,high,90211.47,High School,15,6795,1477,27.81,47.49,Canada,55.04
"Editor, commissioning",Retail,Decreasing,high,40856.2,Bachelor’s Degree,2,7714,846,61.33,99.18,India,65.05
Ceramics designer,Entertainment,Increasing,high,83243.32,High School,5,8827,3372,37.64,43.59,UK,21.74
Regulatory affairs officer,Manufacturing,Increasing,high,50161.2,Bachelor’s Degree,0,7006,3113,96.33,48.95,India,32.15
Museum/gallery exhibitions officer,Education,Decreasing,high,102480.73,High School,13,7421,6355,18.48,63.85,Canada,68.7
Dietitian,Finance,Increasing,high,90661.59,PhD,18,5492,8604,7.86,15.42,UK,40.11
Biomedical scientist,Transportation,Decreasing,high,48206.28,High School,18,1387,2611,88.14,28.91,Brazil,25.51
Management consultant,Transportation,Decreasing,high,126158.98,Master’s Degree,12,4079,9223,19.09,77.58,Germany,39.58
"Copywriter, advertising",Healthcare,Decreasing,high,84507.0,PhD,7,6515,773,19.35,6.05,China,20.18
Statistician,Healthcare,Decreasing,high,87419.03,Master’s Degree,9,1906,5543,9.76,90.13,Canada,23.34
Retail manager,IT,Increasing,high,59845.11,Master’s Degree,8,9820,6762,81.14,58.37,Brazil,21.97
Hotel manager,Education,Increasing,high,94952.38,PhD,1,2230,4063,8.84,2.02,Canada,48.46
"Pilot, airline",Manufacturing,Increasing,high,94874.65,Master’s Degree,6,4343,454,99.44,96.3,Germany,54.68
Tax adviser,Manufacturing,Increasing,high,133204.62,Associate Degree,5,4058,3290,51.43,9.91,Germany,72.51
Broadcast journalist,Healthcare,Increasing,high,69953.64,Master’s Degree,2,4727,1298,49.9,56.02,Germany,48.14
Industrial buyer,Healthcare,Increasing,high,117991.88,Master’s Degree,11,1794,3746,66.04,41.99,USA,45.91
Architect,Manufacturing,Decreasing,high,99262.52,Master’s Degree,3,2932,6698,46.42,56.64,Canada,73.48
"Chemist, analytical",Finance,Decreasing,high,54964.83,Bachelor’s Degree,5,2055,6968,54.78,45.46,UK,28.11
"Radiographer, diagnostic",Manufacturing,Increasing,high,121662.12,Associate Degree,10,8796,1417,48.99,16.08,UK,63.27
Corporate investment banker,Education,Increasing,high,53922.76,Bachelor’s Degree,11,1587,1084,82.17,58.0,China,63.67
Veterinary surgeon,IT,Increasing,high,43686.98,Bachelor’s Degree,10,7500,3295,12.81,92.9,India,72.08
Recruitment consultant,Retail,Increasing,high,107062.87,Bachelor’s Degree,17,3768,6923,51.53,20.69,UK,23.42
"Programmer, multimedia",Retail,Decreasing,high,140140.57,High School,0,1670,3932,38.25,82.27,Brazil,54.61
Building surveyor,IT,Decreasing,high,31495.62,Associate Degree,12,4899,7582,98.83,46.89,UK,47.01
"Geologist, wellsite",Education,Decreasing,high,128154.89,PhD,6,2762,9354,36.68,62.49,USA,51.71
Medical physicist,Transportation,Decreasing,high,133785.02,High School,19,1114,9075,6.64,68.1,Germany,45.71
Patent attorney,Retail,Decreasing,high,48941.26,Bachelor’s Degree,3,5171,2468,16.29,73.33,UK,64.43
Archaeologist,Finance,Increasing,high,125641.56,High School,17,3177,2815,14.44,81.04,Germany,24.55
Sports coach,IT,Decreasing,high,42946.29,PhD,10,6679,9293,4.8,96.11,Australia,77.41
Chartered management accountant,Finance,Decreasing,high,141694.68,PhD,19,7286,7333,96.66,47.03,Brazil,68.82
Therapeutic radiographer,IT,Decreasing,high,39784.38,PhD,9,8212,7841,74.42,74.7,Australia,29.92
Secretary/administrator,Healthcare,Decreasing,high,108787.86,Associate Degree,4,8672,6840,30.84,52.58,USA,24.78
"Therapist, music",Education,Increasing,high,145270.63,PhD,19,7788,5276,27.65,86.96,UK,74.66
Artist,Retail,Decreasing,high,32004.29,Associate Degree,14,2439,1221,2.84,87.02,Australia,79.85
Drilling engineer,Manufacturing,Increasing,high,56571.85,Master’s Degree,10,1564,2402,89.29,90.01,India,63.64
Multimedia programmer,Education,Increasing,high,128060.25,PhD,20,1393,5256,6.19,5.99,Brazil,45.49
Industrial buyer,Retail,Increasing,high,84484.82,Master’s Degree,7,6641,8706,38.47,87.29,Germany,79.4
"Secretary, company",Manufacturing,Decreasing,high,91743.66,Bachelor’s Degree,16,8810,6064,78.68,77.53,Canada,49.22
Product designer,Retail,Increasing,high,108730.95,Bachelor’s Degree,5,4057,8745,36.47,93.86,Germany,58.2
"Surveyor, hydrographic",Manufacturing,Increasing,high,104873.12,PhD,0,2883,5508,22.66,40.69,Australia,57.07
Town planner,IT,Decreasing,high,141792.0,Bachelor’s Degree,5,2989,2714,38.84,36.1,Canada,78.83
Teaching laboratory technician,Healthcare,Increasing,high,148453.27,High School,3,2368,5218,73.71,67.62,UK,44.72
Transport planner,Transportation,Increasing,high,94619.03,Associate Degree,1,8940,8673,79.12,21.66,China,50.55
Fast food restaurant manager,Transportation,Decreasing,high,93443.47,High School,0,5777,9842,34.75,5.44,UK,45.3
Drilling engineer,Manufacturing,Increasing,high,35615.44,Associate Degree,7,5647,7391,85.39,80.95,Germany,73.29
Nature conservation officer,Retail,Decreasing,high,33522.65,Associate Degree,6,8754,9284,60.93,16.04,Canada,48.23
Insurance underwriter,IT,Increasing,high,135644.95,PhD,14,9724,3798,50.41,15.37,UK,39.44
Pensions consultant,Education,Decreasing,high,138551.87,Master’s Degree,10,6493,133,68.92,3.37,USA,66.33
Occupational therapist,Entertainment,Increasing,high,79013.87,PhD,18,1632,2019,87.25,53.56,USA,47.36
Furniture conservator/restorer,Retail,Increasing,high,118172.26,PhD,15,5792,3188,87.68,87.1,UK,70.89
Exhibition designer,IT,Decreasing,high,106358.01,High School,16,7438,820,40.9,70.07,Canada,29.39
Tree surgeon,Education,Decreasing,high,72915.88,PhD,14,7920,7039,62.39,64.09,Brazil,77.09
Chartered loss adjuster,Transportation,Increasing,high,112440.11,PhD,13,4527,8666,42.15,99.79,China,22.11
"Psychologist, sport and exercise",Manufacturing,Increasing,high,132208.26,PhD,8,4444,5190,55.29,27.85,Germany,27.49
Theatre manager,Entertainment,Increasing,high,70818.17,Bachelor’s Degree,8,769,9790,68.83,70.02,Canada,27.27
Advertising art director,Education,Decreasing,high,135750.33,Associate Degree,16,3165,7923,49.68,98.21,India,34.82
Sport and exercise psychologist,Entertainment,Decreasing,high,50839.91,PhD,16,3479,5093,50.37,91.99,China,42.21
Furniture conservator/restorer,Education,Increasing,high,119126.31,PhD,15,5570,1689,89.18,71.95,Brazil,27.7
Cabin crew,Manufacturing,Decreasing,high,109341.92,Master’s Degree,4,9067,9029,68.01,98.63,Australia,45.78
"Journalist, broadcasting",Retail,Decreasing,high,60287.13,Bachelor’s Degree,4,9842,9978,41.34,7.49,Brazil,79.6
Education administrator,Healthcare,Increasing,high,95716.82,High School,20,1513,7669,1.55,2.55,UK,21.63
Therapeutic radiographer,Manufacturing,Decreasing,high,143293.99,PhD,11,4971,6096,73.42,96.93,Germany,40.89
Leisure centre manager,IT,Increasing,high,46344.36,Master’s Degree,15,2060,8416,32.94,36.65,USA,37.51
Tax inspector,Transportation,Decreasing,high,37476.41,High School,18,5841,6270,86.73,32.22,UK,61.97
Retail merchandiser,Manufacturing,Decreasing,high,133084.36,Master’s Degree,18,2124,8871,1.33,63.79,India,78.69
Company secretary,Healthcare,Increasing,high,55959.08,PhD,13,8789,2131,61.28,39.98,UK,72.12
Museum/gallery curator,Finance,Increasing,high,45269.72,Master’s Degree,11,3919,7507,16.58,87.34,India,29.64
Primary school teacher,IT,Decreasing,high,53944.57,Master’s Degree,20,8254,1174,21.21,22.07,India,26.42
Environmental health practitioner,Transportation,Decreasing,high,148964.34,Master’s Degree,10,557,5358,66.76,4.0,Australia,21.8
"Designer, ceramics/pottery",Retail,Decreasing,high,109765.83,PhD,20,2854,6618,83.41,44.91,Germany,76.78
Lawyer,Education,Increasing,high,38516.74,Associate Degree,15,5887,1109,11.26,88.52,Canada,35.8
"Sound technician, broadcasting/film/video",Entertainment,Increasing,high,59191.82,Master’s Degree,4,4988,2960,21.35,49.53,UK,36.67
Volunteer coordinator,Healthcare,Decreasing,high,41831.1,PhD,1,6169,926,69.93,77.6,UK,31.32
Environmental education officer,IT,Decreasing,high,101532.88,Bachelor’s Degree,16,3206,6208,0.16,70.19,Australia,33.8
Academic librarian,Healthcare,Increasing,high,148215.17,Master’s Degree,2,5164,6911,30.51,77.24,UK,77.12
"Psychologist, occupational",Transportation,Decreasing,high,107691.3,Master’s Degree,1,2941,5279,37.54,64.44,UK,25.03
Information officer,Manufacturing,Decreasing,high,109297.28,PhD,18,8376,7328,98.18,84.73,UK,77.47
Acupuncturist,Healthcare,Decreasing,high,59324.16,Master’s Degree,3,3957,238,28.01,85.74,Brazil,22.11
Insurance risk surveyor,Retail,Decreasing,high,99235.59,Associate Degree,8,8009,3189,43.41,5.07,China,32.17
Chartered certified accountant,Education,Increasing,high,145560.8,PhD,17,2031,3423,28.87,14.39,Canada,76.23
Herpetologist,Transportation,Decreasing,high,136905.56,High School,1,9571,8360,84.21,25.42,Germany,20.94
Software engineer,IT,Increasing,high,42947.11,High School,19,7759,5153,25.93,57.79,India,54.51
Police officer,IT,Increasing,high,113276.99,Master’s Degree,1,8948,1725,70.87,3.76,Brazil,32.3
Contractor,IT,Increasing,high,99179.01,PhD,1,8942,5444,65.63,83.69,Canada,46.75
Chartered accountant,Education,Increasing,high,90060.55,Bachelor’s Degree,11,1504,6425,24.3,43.53,China,24.71
Camera operator,Manufacturing,Decreasing,high,140624.99,PhD,19,3665,6461,77.19,77.35,Germany,56.34
Homeopath,IT,Decreasing,high,68026.43,Bachelor’s Degree,12,2512,8523,89.18,59.45,Australia,21.89
"Psychologist, clinical",Healthcare,Increasing,high,144895.79,PhD,13,7364,4408,49.61,92.45,Australia,23.71
Warden/ranger,Retail,Increasing,high,129992.55,High School,0,7132,2431,40.91,36.36,Germany,26.31
Training and development officer,IT,Increasing,high,104264.14,Bachelor’s Degree,3,1865,3029,7.29,25.88,China,20.27
